week,product,region,units_sold,price,promotion
2023-02-26,Headphones,Central,148,437.25,0
2023-02-26,Headphones,East,195,849.13,1
2023-02-26,Headphones,West,169,301.89,0
2023-03-05,Smartphone,North,194,403.71,1
2023-03-05,Smartphone,South,155,175.17,0
2023-03-05,Smartphone,Central,54,400.96,0
2023-03-05,Smartphone,East,181,576.95,0
2023-03-05,Smartphone,West,266,784.14,0
2023-03-05,Smartwatch,North,215,234.32,0
2023-03-05,Smartwatch,South,142,711.73,0
2023-03-05,Smartwatch,Central,112,131.21,0
2023-03-05,Smartwatch,East,152,677.35,0
2023-03-05,Smartwatch,West,230,897.48,1
2023-03-05,Tablet,North,149,470.17,0
2023-03-05,Tablet,South,162,705.15,1
2023-03-05,Tablet,Central,248,457.29,0
2023-03-05,Tablet,East,226,764.16,0
2023-03-05,Tablet,West,140,173.11,1
2023-03-05,Headphones,North,244,240.58,1
2023-03-05,Headphones,South,244,879.49,0
2023-03-05,Headphones,Central,291,520.91,0
2023-03-05,Headphones,East,123,397.26,0
2023-03-05,Headphones,West,105,865.52,0
2023-03-12,Smartphone,North,209,840.95,0
2023-03-12,Smartphone,South,221,801.57,0
2023-03-12,Smartphone,Central,152,788.83,0
2023-03-12,Smartphone,East,166,879.01,0
2023-03-12,Smartphone,West,245,391.9,0
2023-03-12,Smartwatch,North,222,634.82,0
2023-03-12,Smartwatch,South,236,486.16,0
2023-03-12,Smartwatch,Central,289,791.72,0
2023-03-12,Smartwatch,East,147,662.8,0
2023-03-12,Smartwatch,West,237,296.84,0
2023-03-12,Tablet,North,214,864.5,0
2023-03-12,Tablet,South,150,760.74,0
2023-03-12,Tablet,Central,238,398.77,0
2023-03-12,Tablet,East,198,112.31,0
2023-03-12,Tablet,West,146,593.33,0
2023-03-12,Headphones,North,295,366.34,0
2023-03-12,Headphones,South,209,607.53,0
2023-03-12,Headphones,Central,246,162.45,0
2023-03-12,Headphones,East,116,925.54,0
2023-03-12,Headphones,West,252,228.95,0
2023-03-19,Smartphone,North,211,728.05,1
2023-03-19,Smartphone,South,107,812.97,0
2023-03-19,Smartphone,Central,218,366.24,0
2023-03-19,Smartphone,East,207,344.76,0
2023-03-19,Smartphone,West,259,634.12,0
2023-03-19,Smartwatch,North,271,755.9,0
2023-03-19,Smartwatch,South,233,408.46,0
2023-03-19,Smartwatch,Central,297,184.98,1
2023-03-19,Smartwatch,East,211,193.09,0
2023-03-19,Smartwatch,West,232,756.05,0
2023-03-19,Tablet,North,154,329.03,0
2023-03-19,Tablet,South,267,586.27,1
2023-03-19,Tablet,Central,203,563.02,0
2023-03-19,Tablet,East,227,593.99,0
2023-03-19,Tablet,West,121,316.27,0
2023-03-19,Headphones,North,275,383.43,0
2023-03-19,Headphones,South,270,886.26,1
2023-03-19,Headphones,Central,75,624.44,1
2023-03-19,Headphones,East,139,462.43,0
2023-03-19,Headphones,West,146,713.97,0
2023-03-26,Smartphone,North,216,215.49,0
2023-03-26,Smartphone,South,153,724.08,0
2023-03-26,Smartphone,Central,226,549.96,0
2023-03-26,Smartphone,East,218,657.26,0
2023-03-26,Smartphone,West,304,864.96,0
2023-03-26,Smartwatch,North,149,212.99,1
2023-03-26,Smartwatch,South,197,627.01,0
2023-03-26,Smartwatch,Central,150,177.43,0
2023-03-26,Smartwatch,East,209,589.91,0
2023-03-26,Smartwatch,West,154,674.0,1
2023-03-26,Tablet,North,199,720.38,0
2023-03-26,Tablet,South,170,376.99,0
2023-03-26,Tablet,Central,279,428.34,0
2023-03-26,Tablet,East,228,519.56,0
2023-03-26,Tablet,West,225,422.76,1
2023-03-26,Headphones,North,289,118.84,0
2023-03-26,Headphones,South,148,708.1,0
2023-03-26,Headphones,Central,261,780.63,0
2023-03-26,Headphones,East,233,325.79,0
2023-03-26,Headphones,West,193,626.09,1
2023-04-02,Smartphone,North,170,405.37,0
2023-04-02,Smartphone,South,191,245.73,0
2023-04-02,Smartphone,Central,142,203.63,1
2023-04-02,Smartphone,East,115,473.34,0
2023-04-02,Smartphone,West,164,683.41,0
2023-04-02,Smartwatch,North,297,832.35,1
2023-04-02,Smartwatch,South,220,236.29,0
2023-04-02,Smartwatch,Central,206,641.63,0
2023-04-02,Smartwatch,East,115,214.14,0
2023-04-02,Smartwatch,West,148,246.39,0
2023-04-02,Tablet,North,308,884.72,0
2023-04-02,Tablet,South,259,410.93,1
2023-04-02,Tablet,Central,159,609.27,1
2023-04-02,Tablet,East,203,456.68,0
2023-04-02,Tablet,West,196,489.49,0
2023-04-02,Headphones,North,196,172.55,1
2023-04-02,Headphones,South,225,845.59,0
2023-04-02,Headphones,Central,274,529.15,0
2023-04-02,Headphones,East,224,349.36,1
2023-04-02,Headphones,West,228,211.91,1
2023-04-09,Smartphone,North,221,622.58,1
2023-04-09,Smartphone,South,73,705.03,0
2023-04-09,Smartphone,Central,166,495.87,0
2023-04-09,Smartphone,East,179,442.86,0
2023-04-09,Smartphone,West,242,444.89,0
2023-04-09,Smartwatch,North,210,498.32,0
2023-04-09,Smartwatch,South,221,629.2,0
2023-04-09,Smartwatch,Central,220,819.81,0
2023-04-09,Smartwatch,East,222,805.96,0
2023-04-09,Smartwatch,West,255,472.73,1
2023-04-09,Tablet,North,313,298.44,0
2023-04-09,Tablet,South,244,614.45,0
2023-04-09,Tablet,Central,207,787.32,0
2023-04-09,Tablet,East,169,304.1,0
2023-04-09,Tablet,West,194,247.03,0
2023-04-09,Headphones,North,159,282.06,0
2023-04-09,Headphones,South,193,560.54,0
2023-04-09,Headphones,Central,171,444.51,1
2023-04-09,Headphones,East,200,155.84,0
2023-04-09,Headphones,West,141,616.48,0
2023-04-16,Smartphone,North,207,963.81,0
2023-04-16,Smartphone,South,251,188.21,0
2023-04-16,Smartphone,Central,208,681.01,0
2023-04-16,Smartphone,East,133,951.37,1
2023-04-16,Smartphone,West,177,252.9,0
2023-04-16,Smartwatch,North,189,210.96,0
2023-04-16,Smartwatch,South,164,990.55,0
2023-04-16,Smartwatch,Central,135,954.08,0
2023-04-16,Smartwatch,East,248,169.08,0
2023-04-16,Smartwatch,West,94,703.39,0
2023-04-16,Tablet,North,184,473.9,0
2023-04-16,Tablet,South,69,401.83,0
2023-04-16,Tablet,Central,276,383.83,0
2023-04-16,Tablet,East,233,313.23,0
2023-04-16,Tablet,West,224,709.79,0
2023-04-16,Headphones,North,173,527.58,1
2023-04-16,Headphones,South,190,414.94,0
2023-04-16,Headphones,Central,182,993.26,0
2023-04-16,Headphones,East,202,302.19,0
2023-04-16,Headphones,West,202,468.71,1
2023-04-23,Smartphone,North,225,400.77,0
2023-04-23,Smartphone,South,173,478.01,0
2023-04-23,Smartphone,Central,221,879.78,0
2023-04-23,Smartphone,East,223,722.85,0
2023-04-23,Smartphone,West,263,462.47,0
2023-04-23,Smartwatch,North,89,996.87,0
2023-04-23,Smartwatch,South,151,219.71,0
2023-04-23,Smartwatch,Central,281,954.35,1
2023-04-23,Smartwatch,East,170,702.3,0
2023-04-23,Smartwatch,West,141,476.55,0
2023-04-23,Tablet,North,274,245.31,0
2023-04-23,Tablet,South,292,598.12,0
2023-04-23,Tablet,Central,233,122.68,0
2023-04-23,Tablet,East,159,802.19,0
2023-04-23,Tablet,West,243,610.65,0
2023-04-23,Headphones,North,146,761.52,0
2023-04-23,Headphones,South,144,335.2,0
2023-04-23,Headphones,Central,198,639.37,0
2023-04-23,Headphones,East,107,761.15,0
2023-04-23,Headphones,West,198,626.35,1
2023-04-30,Smartphone,North,194,182.28,0
2023-04-30,Smartphone,South,135,595.48,0
2023-04-30,Smartphone,Central,247,276.66,0
2023-04-30,Smartphone,East,202,875.5,0
2023-04-30,Smartphone,West,211,829.14,0
2023-04-30,Smartwatch,North,245,774.87,1
2023-04-30,Smartwatch,South,136,341.92,0
2023-04-30,Smartwatch,Central,214,322.17,0
2023-04-30,Smartwatch,East,306,483.85,0
2023-04-30,Smartwatch,West,266,173.42,0
2023-04-30,Tablet,North,203,292.6,0
2023-04-30,Tablet,South,135,460.28,1
2023-04-30,Tablet,Central,253,939.48,0
2023-04-30,Tablet,East,230,238.41,1
2023-04-30,Tablet,West,315,696.72,0
2023-04-30,Headphones,North,126,938.57,1
2023-04-30,Headphones,South,151,891.78,0
2023-04-30,Headphones,Central,250,307.97,1
2023-04-30,Headphones,East,158,224.31,1
2023-04-30,Headphones,West,164,550.05,0
2023-05-07,Smartphone,North,239,784.0,0
2023-05-07,Smartphone,South,160,469.61,0
2023-05-07,Smartphone,Central,201,941.09,0
2023-05-07,Smartphone,East,205,803.7,0
2023-05-07,Smartphone,West,150,704.54,0
2023-05-07,Smartwatch,North,185,617.55,0
2023-05-07,Smartwatch,South,101,484.72,0
2023-05-07,Smartwatch,Central,202,770.69,0
2023-05-07,Smartwatch,East,122,278.77,0
2023-05-07,Smartwatch,West,168,918.33,0
2023-05-07,Tablet,North,221,861.51,0
2023-05-07,Tablet,South,213,960.66,0
2023-05-07,Tablet,Central,175,537.56,0
2023-05-07,Tablet,East,190,323.69,0
2023-05-07,Tablet,West,212,372.22,1
2023-05-07,Headphones,North,210,871.51,0
2023-05-07,Headphones,South,222,950.52,0
2023-05-07,Headphones,Central,158,398.46,0
2023-05-07,Headphones,East,208,207.96,0
2023-05-07,Headphones,West,310,822.16,1
2023-05-14,Smartphone,North,259,776.64,1
2023-05-14,Smartphone,South,137,951.17,0
2023-05-14,Smartphone,Central,251,709.95,0
2023-05-14,Smartphone,East,243,885.74,0
2023-05-14,Smartphone,West,203,527.93,1
2023-05-14,Smartwatch,North,192,445.06,0
2023-05-14,Smartwatch,South,208,270.28,0
2023-05-14,Smartwatch,Central,261,560.0,0
2023-05-14,Smartwatch,East,263,846.61,0
2023-05-14,Smartwatch,West,192,194.86,1
2023-05-14,Tablet,North,260,426.68,1
2023-05-14,Tablet,South,252,752.83,0
2023-05-14,Tablet,Central,246,142.48,1
2023-05-14,Tablet,East,188,711.25,0
2023-05-14,Tablet,West,154,947.85,0
2023-05-14,Headphones,North,158,797.95,0
2023-05-14,Headphones,South,221,432.22,0
2023-05-14,Headphones,Central,201,409.68,0
2023-05-14,Headphones,East,250,554.97,0
2023-05-14,Headphones,West,192,224.53,1
2023-05-21,Smartphone,North,190,696.83,0
2023-05-21,Smartphone,South,194,473.63,0
2023-05-21,Smartphone,Central,168,838.23,0
2023-05-21,Smartphone,East,229,477.07,0
2023-05-21,Smartphone,West,242,561.59,0
2023-05-21,Smartwatch,North,158,636.45,1
2023-05-21,Smartwatch,South,239,410.52,0
2023-05-21,Smartwatch,Central,193,283.82,0
2023-05-21,Smartwatch,East,164,208.33,0
2023-05-21,Smartwatch,West,226,751.63,1
2023-05-21,Tablet,North,150,561.15,0
2023-05-21,Tablet,South,190,437.34,0
2023-05-21,Tablet,Central,170,132.03,1
2023-05-21,Tablet,East,216,309.46,0
2023-05-21,Tablet,West,262,407.12,0
2023-05-21,Headphones,North,177,708.03,0
2023-05-21,Headphones,South,213,534.91,1
2023-05-21,Headphones,Central,198,779.11,0
2023-05-21,Headphones,East,211,871.78,0
2023-05-21,Headphones,West,200,735.73,0
2023-05-28,Smartphone,North,233,403.6,1
2023-05-28,Smartphone,South,172,100.54,0
2023-05-28,Smartphone,Central,160,161.37,0
2023-05-28,Smartphone,East,162,599.99,0
2023-05-28,Smartphone,West,108,888.31,1
2023-05-28,Smartwatch,North,138,543.66,0
2023-05-28,Smartwatch,South,192,368.26,0
2023-05-28,Smartwatch,Central,183,247.86,0
2023-05-28,Smartwatch,East,215,211.46,0
2023-05-28,Smartwatch,West,155,918.49,0
2023-05-28,Tablet,North,209,170.07,1
2023-05-28,Tablet,South,265,322.27,1
2023-05-28,Tablet,Central,212,111.91,0
2023-05-28,Tablet,East,187,792.5,1
2023-05-28,Tablet,West,191,355.77,0
2023-05-28,Headphones,North,210,439.35,0
2023-05-28,Headphones,South,139,722.12,0
2023-05-28,Headphones,Central,207,379.28,0
2023-05-28,Headphones,East,232,680.98,0
2023-05-28,Headphones,West,240,592.34,0
2023-06-04,Smartphone,North,136,135.83,0
2023-06-04,Smartphone,South,110,960.08,1
2023-06-04,Smartphone,Central,180,261.19,0
2023-06-04,Smartphone,East,193,953.0,0
2023-06-04,Smartphone,West,180,983.13,0
2023-06-04,Smartwatch,North,213,797.71,0
2023-06-04,Smartwatch,South,141,231.42,1
2023-06-04,Smartwatch,Central,224,925.88,1
2023-06-04,Smartwatch,East,259,162.13,0
2023-06-04,Smartwatch,West,224,382.33,0
2023-06-04,Tablet,North,151,636.82,1
2023-06-04,Tablet,South,180,443.91,0
2023-06-04,Tablet,Central,169,369.91,0
2023-06-04,Tablet,East,164,640.85,0
2023-06-04,Tablet,West,254,283.68,0
2023-06-04,Headphones,North,176,820.84,0
2023-06-04,Headphones,South,264,122.81,0
2023-06-04,Headphones,Central,144,384.49,0
2023-06-04,Headphones,East,130,448.13,0
2023-06-04,Headphones,West,229,232.45,0
2023-06-11,Smartphone,North,199,210.92,0
2023-06-11,Smartphone,South,189,933.45,0
2023-06-11,Smartphone,Central,215,896.03,0
2023-06-11,Smartphone,East,282,581.1,0
2023-06-11,Smartphone,West,145,783.84,0
2023-06-11,Smartwatch,North,126,956.86,0
2023-06-11,Smartwatch,South,247,144.65,0
2023-06-11,Smartwatch,Central,212,518.53,0
2023-06-11,Smartwatch,East,215,481.39,0
2023-06-11,Smartwatch,West,208,965.4,0
2023-06-11,Tablet,North,90,918.59,0
2023-06-11,Tablet,South,191,785.96,1
2023-06-11,Tablet,Central,160,863.62,0
2023-06-11,Tablet,East,104,814.54,1
2023-06-11,Tablet,West,269,824.59,1
2023-06-11,Headphones,North,235,455.55,0
2023-06-11,Headphones,South,283,505.32,0
2023-06-11,Headphones,Central,152,421.28,0
2023-06-11,Headphones,East,229,591.13,0
2023-06-11,Headphones,West,163,362.72,0
2023-06-18,Smartphone,North,125,970.54,0
2023-06-18,Smartphone,South,195,961.42,0
2023-06-18,Smartphone,Central,247,572.54,0
2023-06-18,Smartphone,East,197,326.96,0
2023-06-18,Smartphone,West,186,100.85,0
2023-06-18,Smartwatch,North,183,979.56,0
2023-06-18,Smartwatch,South,248,595.59,0
2023-06-18,Smartwatch,Central,223,755.3,0
2023-06-18,Smartwatch,East,244,977.87,0
2023-06-18,Smartwatch,West,238,407.48,0
2023-06-18,Tablet,North,182,834.17,0
2023-06-18,Tablet,South,161,454.27,0
2023-06-18,Tablet,Central,179,882.68,0
2023-06-18,Tablet,East,245,799.12,1
2023-06-18,Tablet,West,186,248.95,0
2023-06-18,Headphones,North,136,581.81,0
2023-06-18,Headphones,South,170,137.35,0
2023-06-18,Headphones,Central,169,603.77,1
2023-06-18,Headphones,East,163,957.81,0
2023-06-18,Headphones,West,294,937.15,0
2023-06-25,Smartphone,North,169,372.5,0
2023-06-25,Smartphone,South,218,607.97,0
2023-06-25,Smartphone,Central,180,655.47,1
2023-06-25,Smartphone,East,144,754.87,1
2023-06-25,Smartphone,West,225,272.82,0
2023-06-25,Smartwatch,North,272,661.04,0
2023-06-25,Smartwatch,South,357,401.0,0
2023-06-25,Smartwatch,Central,143,277.8,1
2023-06-25,Smartwatch,East,296,493.95,0
2023-06-25,Smartwatch,West,161,602.35,0
2023-06-25,Tablet,North,96,763.42,0
2023-06-25,Tablet,South,201,527.29,0
2023-06-25,Tablet,Central,282,536.52,0
2023-06-25,Tablet,East,218,975.22,0
2023-06-25,Tablet,West,131,535.15,0
2023-06-25,Headphones,North,229,167.41,0
2023-06-25,Headphones,South,175,275.46,0
2023-06-25,Headphones,Central,231,791.87,0
2023-06-25,Headphones,East,150,132.81,0
2023-06-25,Headphones,West,209,850.75,0
2023-07-02,Smartphone,North,196,859.59,0
2023-07-02,Smartphone,South,171,479.54,0
2023-07-02,Smartphone,Central,308,613.82,0
2023-07-02,Smartphone,East,128,383.98,0
2023-07-02,Smartphone,West,160,789.94,1
2023-07-02,Smartwatch,North,187,973.07,1
2023-07-02,Smartwatch,South,279,356.69,0
2023-07-02,Smartwatch,Central,240,510.08,0
2023-07-02,Smartwatch,East,159,386.24,1
2023-07-02,Smartwatch,West,247,150.6,0
2023-07-02,Tablet,North,210,591.77,0
2023-07-02,Tablet,South,238,408.95,1
2023-07-02,Tablet,Central,235,189.62,0
2023-07-02,Tablet,East,340,967.32,0
2023-07-02,Tablet,West,163,714.8,1
2023-07-02,Headphones,North,209,618.1,0
2023-07-02,Headphones,South,273,465.77,1
2023-07-02,Headphones,Central,222,683.81,1
2023-07-02,Headphones,East,152,378.72,0
2023-07-02,Headphones,West,215,917.94,0
2023-07-09,Smartphone,North,140,265.64,0
2023-07-09,Smartphone,South,252,526.74,0
2023-07-09,Smartphone,Central,177,393.55,0
2023-07-09,Smartphone,East,205,233.16,1
2023-07-09,Smartphone,West,180,283.18,0
2023-07-09,Smartwatch,North,184,482.96,0
2023-07-09,Smartwatch,South,265,896.71,0
2023-07-09,Smartwatch,Central,188,584.53,1
2023-07-09,Smartwatch,East,256,220.33,1
2023-07-09,Smartwatch,West,180,776.28,1
2023-07-09,Tablet,North,145,944.36,0
2023-07-09,Tablet,South,271,398.96,0
2023-07-09,Tablet,Central,229,764.69,0
2023-07-09,Tablet,East,170,448.5,0
2023-07-09,Tablet,West,267,978.96,0
2023-07-09,Headphones,North,244,821.66,0
2023-07-09,Headphones,South,189,952.92,0
2023-07-09,Headphones,Central,211,393.6,0
2023-07-09,Headphones,East,277,500.12,0
2023-07-09,Headphones,West,123,305.5,0
2023-07-16,Smartphone,North,187,251.22,0
2023-07-16,Smartphone,South,105,459.98,0
2023-07-16,Smartphone,Central,247,236.57,0
2023-07-16,Smartphone,East,210,698.27,0
2023-07-16,Smartphone,West,163,554.17,0
2023-07-16,Smartwatch,North,282,722.55,0
2023-07-16,Smartwatch,South,194,981.13,0
2023-07-16,Smartwatch,Central,180,551.75,1
2023-07-16,Smartwatch,East,230,818.02,1
2023-07-16,Smartwatch,West,281,511.2,0
2023-07-16,Tablet,North,219,727.45,0
2023-07-16,Tablet,South,195,876.66,0
2023-07-16,Tablet,Central,204,475.45,1
2023-07-16,Tablet,East,162,283.6,1
2023-07-16,Tablet,West,167,974.66,0
2023-07-16,Headphones,North,204,361.79,0
2023-07-16,Headphones,South,178,273.41,0
2023-07-16,Headphones,Central,239,368.07,0
2023-07-16,Headphones,East,122,249.57,0
2023-07-16,Headphones,West,191,945.93,0
2023-07-23,Smartphone,North,199,261.25,1
2023-07-23,Smartphone,South,215,514.32,0
2023-07-23,Smartphone,Central,213,353.64,0
2023-07-23,Smartphone,East,174,135.43,0
2023-07-23,Smartphone,West,176,520.95,0
2023-07-23,Smartwatch,North,217,485.52,0
2023-07-23,Smartwatch,South,219,489.56,0
2023-07-23,Smartwatch,Central,213,529.29,0
2023-07-23,Smartwatch,East,254,934.22,1
2023-07-23,Smartwatch,West,121,558.06,0
2023-07-23,Tablet,North,212,354.3,0
2023-07-23,Tablet,South,145,464.47,1
2023-07-23,Tablet,Central,205,174.31,0
2023-07-23,Tablet,East,168,495.61,0
2023-07-23,Tablet,West,157,178.27,0
2023-07-23,Headphones,North,143,969.9,1
2023-07-23,Headphones,South,239,918.64,0
2023-07-23,Headphones,Central,107,829.62,1
2023-07-23,Headphones,East,202,112.78,0
2023-07-23,Headphones,West,227,504.95,0
2023-07-30,Smartphone,North,216,579.99,0
2023-07-30,Smartphone,South,109,252.25,1
2023-07-30,Smartphone,Central,199,642.92,0
2023-07-30,Smartphone,East,258,589.41,0
2023-07-30,Smartphone,West,213,650.21,0
2023-07-30,Smartwatch,North,200,794.94,0
2023-07-30,Smartwatch,South,121,488.63,0
2023-07-30,Smartwatch,Central,141,535.76,0
2023-07-30,Smartwatch,East,107,828.98,0
2023-07-30,Smartwatch,West,244,301.94,0
2023-07-30,Tablet,North,208,500.97,1
2023-07-30,Tablet,South,309,614.08,1
2023-07-30,Tablet,Central,210,881.18,0
2023-07-30,Tablet,East,145,746.21,0
2023-07-30,Tablet,West,195,455.03,1
2023-07-30,Headphones,North,155,319.6,1
2023-07-30,Headphones,South,237,969.96,0
2023-07-30,Headphones,Central,185,388.9,0
2023-07-30,Headphones,East,143,762.83,0
2023-07-30,Headphones,West,246,144.37,0
2023-08-06,Smartphone,North,132,541.92,0
2023-08-06,Smartphone,South,146,273.03,0
2023-08-06,Smartphone,Central,196,500.24,0
2023-08-06,Smartphone,East,218,985.01,0
2023-08-06,Smartphone,West,257,646.59,0
2023-08-06,Smartwatch,North,248,709.19,0
2023-08-06,Smartwatch,South,275,289.87,1
2023-08-06,Smartwatch,Central,230,127.32,1
2023-08-06,Smartwatch,East,125,220.4,1
2023-08-06,Smartwatch,West,189,165.4,0
2023-08-06,Tablet,North,260,590.32,0
2023-08-06,Tablet,South,123,360.76,0
2023-08-06,Tablet,Central,178,733.63,0
2023-08-06,Tablet,East,131,430.01,0
2023-08-06,Tablet,West,168,161.23,0
2023-08-06,Headphones,North,236,340.12,0
2023-08-06,Headphones,South,224,860.38,0
2023-08-06,Headphones,Central,219,718.51,0
2023-08-06,Headphones,East,207,108.84,0
2023-08-06,Headphones,West,183,396.44,0
2023-08-13,Smartphone,North,161,830.46,0
2023-08-13,Smartphone,South,251,501.69,0
2023-08-13,Smartphone,Central,234,648.71,1
2023-08-13,Smartphone,East,142,240.73,0
2023-08-13,Smartphone,West,116,526.99,0
2023-08-13,Smartwatch,North,225,621.38,1
2023-08-13,Smartwatch,South,297,566.87,0
2023-08-13,Smartwatch,Central,251,309.57,0
2023-08-13,Smartwatch,East,152,553.72,0
2023-08-13,Smartwatch,West,171,332.3,0
2023-08-13,Tablet,North,220,195.59,0
2023-08-13,Tablet,South,235,827.16,0
2023-08-13,Tablet,Central,215,850.89,0
2023-08-13,Tablet,East,158,681.77,0
2023-08-13,Tablet,West,173,675.07,0
2023-08-13,Headphones,North,201,491.51,0
2023-08-13,Headphones,South,145,722.48,0
2023-08-13,Headphones,Central,206,247.02,0
2023-08-13,Headphones,East,81,196.04,0
2023-08-13,Headphones,West,302,881.2,1
2023-08-20,Smartphone,North,166,201.16,0
2023-08-20,Smartphone,South,209,331.73,0
2023-08-20,Smartphone,Central,165,948.68,0
2023-08-20,Smartphone,East,128,851.48,0
2023-08-20,Smartphone,West,216,347.59,0
2023-08-20,Smartwatch,North,173,406.87,1
2023-08-20,Smartwatch,South,154,937.61,0
2023-08-20,Smartwatch,Central,151,727.02,0
2023-08-20,Smartwatch,East,224,682.61,0
2023-08-20,Smartwatch,West,253,685.17,1
2023-08-20,Tablet,North,193,135.95,0
2023-08-20,Tablet,South,242,843.75,0
2023-08-20,Tablet,Central,166,484.21,0
2023-08-20,Tablet,East,196,935.7,0
2023-08-20,Tablet,West,213,159.45,1
2023-08-20,Headphones,North,102,424.05,0
2023-08-20,Headphones,South,268,696.01,0
2023-08-20,Headphones,Central,145,341.33,0
2023-08-20,Headphones,East,217,135.82,0
2023-08-20,Headphones,West,157,882.73,1
2023-08-27,Smartphone,North,110,169.27,0
2023-08-27,Smartphone,South,88,839.13,0
2023-08-27,Smartphone,Central,258,889.41,0
2023-08-27,Smartphone,East,186,595.51,0
2023-08-27,Smartphone,West,227,143.89,1
2023-08-27,Smartwatch,North,234,494.24,0
2023-08-27,Smartwatch,South,156,780.98,0
2023-08-27,Smartwatch,Central,204,267.93,0
2023-08-27,Smartwatch,East,257,115.75,0
2023-08-27,Smartwatch,West,214,615.49,1
2023-08-27,Tablet,North,142,636.71,0
2023-08-27,Tablet,South,133,123.95,0
2023-08-27,Tablet,Central,259,767.52,0
2023-08-27,Tablet,East,292,285.29,0
2023-08-27,Tablet,West,242,966.46,0
2023-08-27,Headphones,North,220,265.69,0
2023-08-27,Headphones,South,216,656.46,0
2023-08-27,Headphones,Central,264,732.95,1
2023-08-27,Headphones,East,176,676.4,0
2023-08-27,Headphones,West,237,962.17,0
2023-09-03,Smartphone,North,140,741.0,0
2023-09-03,Smartphone,South,214,311.84,0
2023-09-03,Smartphone,Central,221,550.56,1
2023-09-03,Smartphone,East,171,231.95,0
2023-09-03,Smartphone,West,170,715.09,0
2023-09-03,Smartwatch,North,177,779.34,0
2023-09-03,Smartwatch,South,91,985.68,0
2023-09-03,Smartwatch,Central,140,365.34,0
2023-09-03,Smartwatch,East,120,923.76,0
2023-09-03,Smartwatch,West,220,906.23,0
2023-09-03,Tablet,North,234,251.87,1
2023-09-03,Tablet,South,213,507.6,1
2023-09-03,Tablet,Central,140,269.47,0
2023-09-03,Tablet,East,252,183.72,0
2023-09-03,Tablet,West,191,816.02,0
2023-09-03,Headphones,North,154,217.29,0
2023-09-03,Headphones,South,175,690.24,0
2023-09-03,Headphones,Central,253,709.41,0
2023-09-03,Headphones,East,130,135.11,0
2023-09-03,Headphones,West,238,901.88,0
2023-09-10,Smartphone,North,225,706.86,1
2023-09-10,Smartphone,South,156,987.04,0
2023-09-10,Smartphone,Central,237,196.33,0
2023-09-10,Smartphone,East,168,919.18,0
2023-09-10,Smartphone,West,147,493.99,0
2023-09-10,Smartwatch,North,297,785.92,1
2023-09-10,Smartwatch,South,218,327.55,0
2023-09-10,Smartwatch,Central,229,341.2,1
2023-09-10,Smartwatch,East,269,331.44,0
2023-09-10,Smartwatch,West,241,125.31,0
2023-09-10,Tablet,North,149,840.7,0
2023-09-10,Tablet,South,218,687.05,0
2023-09-10,Tablet,Central,155,115.22,1
2023-09-10,Tablet,East,210,342.67,1
2023-09-10,Tablet,West,242,968.9,1
2023-09-10,Headphones,North,138,552.59,0
2023-09-10,Headphones,South,170,344.55,1
2023-09-10,Headphones,Central,185,440.48,0
2023-09-10,Headphones,East,141,249.88,1
2023-09-10,Headphones,West,291,838.76,0
2023-09-17,Smartphone,North,210,935.89,0
2023-09-17,Smartphone,South,150,858.65,0
2023-09-17,Smartphone,Central,251,256.57,0
2023-09-17,Smartphone,East,245,673.57,0
2023-09-17,Smartphone,West,227,996.6,0
2023-09-17,Smartwatch,North,91,834.45,0
2023-09-17,Smartwatch,South,221,897.94,0
2023-09-17,Smartwatch,Central,265,643.87,0
2023-09-17,Smartwatch,East,145,184.2,0
2023-09-17,Smartwatch,West,187,886.18,0
2023-09-17,Tablet,North,234,388.01,0
2023-09-17,Tablet,South,158,246.26,1
2023-09-17,Tablet,Central,272,229.49,0
2023-09-17,Tablet,East,174,117.98,0
2023-09-17,Tablet,West,257,106.72,0
2023-09-17,Headphones,North,58,746.26,0
2023-09-17,Headphones,South,155,831.83,0
2023-09-17,Headphones,Central,238,289.69,0
2023-09-17,Headphones,East,254,474.07,0
2023-09-17,Headphones,West,221,880.31,0
2023-09-24,Smartphone,North,166,283.83,0
2023-09-24,Smartphone,South,54,422.87,1
2023-09-24,Smartphone,Central,99,609.27,1
2023-09-24,Smartphone,East,58,820.74,0
2023-09-24,Smartphone,West,231,543.13,0
2023-09-24,Smartwatch,North,280,517.54,0
2023-09-24,Smartwatch,South,187,957.04,0
2023-09-24,Smartwatch,Central,231,668.39,0
2023-09-24,Smartwatch,East,184,189.23,0
2023-09-24,Smartwatch,West,152,502.19,0
2023-09-24,Tablet,North,171,465.7,1
2023-09-24,Tablet,South,176,739.38,0
2023-09-24,Tablet,Central,157,986.12,0
2023-09-24,Tablet,East,201,356.86,0
2023-09-24,Tablet,West,224,320.91,0
2023-09-24,Headphones,North,147,799.14,0
2023-09-24,Headphones,South,243,170.76,0
2023-09-24,Headphones,Central,212,323.46,1
2023-09-24,Headphones,East,273,716.25,0
2023-09-24,Headphones,West,165,315.1,0
2023-10-01,Smartphone,North,127,117.69,1
2023-10-01,Smartphone,South,175,969.05,0
2023-10-01,Smartphone,Central,247,231.95,0
2023-10-01,Smartphone,East,226,811.07,0
2023-10-01,Smartphone,West,206,378.03,0
2023-10-01,Smartwatch,North,176,792.76,1
